Rental ID,Customer Name,Country,Rental Start Date,Rental End Date,Car Type,Rental Source,Total Cost,Payment Status,Cancellation Status,Revenue
R50654,Cassandra Montes,Turks and Caicos Islands,2023-01-26 00:00:00,2023-01-30 00:00:00,Hatchback,Online,73.24,Pending,Cancelled,0
R99065,Anthony Taylor,Saint Vincent and the Grenadines,2023-12-22 00:00:00,2023-12-24 00:00:00,Sedan,Online,96.17,Pending,Not Cancelled,-54.83
R19014,Tonya Hogan,Zambia,2023-01-08 00:00:00,2023-01-12 00:00:00,Coupe,Third-party,141.92,Pending,Cancelled,0
R70073,Dominique Pena,Cuba,2023-04-13 00:00:00,2023-04-16 00:00:00,Coupe,Online,94.97,Pending,Cancelled,0
R40345,Laura Valdez,Romania,2023-09-19 00:00:00,2023-09-25 00:00:00,SUV,In-Store,285.73,Pending,Cancelled,0
R63143,Tristan Garcia,Mauritania,2023-12-25 00:00:00,2023-12-29 00:00:00,Coupe,In-Store,304.41,Pending,Cancelled,0
R22013,Patricia Mitchell,El Salvador,2023-07-26 00:00:00,2023-07-28 00:00:00,Hatchback,In-Store,381.96,Pending,Cancelled,0
R07826,Brandon Calderon,Russian Federation,2023-10-17 00:00:00,2023-10-19 00:00:00,Coupe,In-Store,249.21,Pending,Not Cancelled,100.21
R93058,Richard Garcia,Guinea-Bissau,2023-03-25 00:00:00,2023-03-25 00:00:00,Sedan,Third-party,113.08,Pending,Cancelled,0
R67290,Richard Mullins,San Marino,2023-01-25 00:00:00,2023-01-28 00:00:00,Coupe,In-Store,446.69,Paid,Not Cancelled,232.69
R02434,Jeremy Martinez,Hungary,2023-07-30 00:00:00,2023-08-03 00:00:00,Coupe,In-Store,78.17,Pending,Cancelled,0
R53088,Sheena Webb,El Salvador,2023-02-23 00:00:00,2023-02-26 00:00:00,Convertible,Online,242.84,Pending,Not Cancelled,-129.16
R51014,David Roberts,Sweden,2023-07-09 00:00:00,2023-07-10 00:00:00,Convertible,Third-party,92.39,Paid,Not Cancelled,0.39
R24299,Gordon Pruitt,Switzerland,2023-12-18 00:00:00,2023-12-18 00:00:00,Convertible,In-Store,470.22,Paid,Cancelled,0
R49465,David Marsh,Iraq,2023-11-24 00:00:00,2023-11-25 00:00:00,Hatchback,In-Store,369.57,Pending,Cancelled,0
R48295,Joseph Washington,Djibouti,2023-07-07 00:00:00,2023-07-09 00:00:00,SUV,Online,179.85,Pending,Cancelled,0
R21767,Edward Burnett DDS,Singapore,2023-12-05 00:00:00,2023-12-09 00:00:00,SUV,Online,198.53,Paid,Cancelled,0
R45647,David Howard,Romania,2023-05-17 00:00:00,2023-05-23 00:00:00,SUV,Online,76.05,Paid,Not Cancelled,-483.95
R50420,Mrs. Denise Alvarado MD,South Georgia and the South Sandwich Islands,2023-05-12 00:00:00,2023-05-15 00:00:00,Sedan,Online,451.78,Pending,Not Cancelled,671.78
R86676,Ryan Allen,Philippines,2023-06-19 00:00:00,2023-06-21 00:00:00,Coupe,Online,167.93,Pending,Cancelled,0
R76893,Daniel Wright,Macao,2023-02-09 00:00:00,2023-02-15 00:00:00,Convertible,Online,121.59,Pending,Not Cancelled,48.59
R51255,Lindsey Wilson,American Samoa,2023-11-16 00:00:00,2023-11-18 00:00:00,Sedan,Online,295.36,Pending,Not Cancelled,-227.64
R22769,Lee Spencer,Tunisia,2023-03-12 00:00:00,2023-03-17 00:00:00,Sedan,In-Store,256.9,Pending,Not Cancelled,14.9
R49223,Christopher Sharp II,Kenya,2023-08-10 00:00:00,2023-08-16 00:00:00,Coupe,Third-party,344.17,Pending,Cancelled,0
R63319,Samantha King,Uruguay,2023-07-06 00:00:00,2023-07-09 00:00:00,Convertible,In-Store,492.26,Pending,Not Cancelled,-112.74
R77954,Deanna Baldwin,Holy See (Vatican City State),2023-11-12 00:00:00,2023-11-13 00:00:00,Sedan,In-Store,447.39,Pending,Not Cancelled,297.39
R09318,Edward Lawrence,Saint Kitts and Nevis,2023-05-28 00:00:00,2023-05-29 00:00:00,Coupe,In-Store,241.82,Paid,Not Cancelled,336.82
R09581,Laura Baker,Lebanon,2023-06-11 00:00:00,2023-06-13 00:00:00,Sedan,Online,430.02,Paid,Not Cancelled,811.02
R45663,Craig Davis,Hong Kong,2023-03-19 00:00:00,2023-03-24 00:00:00,SUV,Online,311.91,Paid,Cancelled,0
R70859,Natasha Alexander,Guadeloupe,2023-02-18 00:00:00,2023-02-24 00:00:00,Coupe,Online,72.05,Pending,Not Cancelled,-72.95
R56356,Jerry White,Benin,2023-09-29 00:00:00,2023-10-03 00:00:00,Hatchback,In-Store,208.75,Paid,Not Cancelled,186.75
R12450,Sean Jackson,El Salvador,2023-01-29 00:00:00,2023-02-04 00:00:00,Coupe,In-Store,317.58,Paid,Not Cancelled,71.58
R39288,Jackie Williams,Dominican Republic,2023-07-24 00:00:00,2023-07-29 00:00:00,Convertible,Third-party,460.26,Pending,Not Cancelled,-87.74
R93461,Dan Webb,Bolivia,2023-11-01 00:00:00,2023-11-05 00:00:00,SUV,Third-party,426.37,Pending,Cancelled,0
R69584,Jose Allen,Czech Republic,2023-02-11 00:00:00,2023-02-15 00:00:00,SUV,Third-party,442.77,Paid,Cancelled,0
R59662,Mrs. Taylor Morris,Namibia,2023-05-18 00:00:00,2023-05-18 00:00:00,Coupe,Third-party,95.58,Pending,Cancelled,0
R13955,James Taylor,Uzbekistan,2023-09-19 00:00:00,2023-09-24 00:00:00,SUV,In-Store,233.96,Paid,Not Cancelled,-232.04
R55270,Jeffrey Moore,Ukraine,2023-08-23 00:00:00,2023-08-28 00:00:00,Convertible,Online,400.35,Paid,Not Cancelled,304.35
R91869,Meghan Phillips,Kenya,2023-01-24 00:00:00,2023-01-24 00:00:00,Hatchback,In-Store,154.13,Paid,Cancelled,0
R26585,Taylor Guerrero,Mongolia,2023-07-03 00:00:00,2023-07-07 00:00:00,Coupe,Third-party,153.8,Paid,Cancelled,0
R13374,Taylor Barnes,Finland,2023-09-16 00:00:00,2023-09-18 00:00:00,Coupe,Online,79.62,Pending,Not Cancelled,13.62
R98114,Suzanne Cohen,Bermuda,2023-05-14 00:00:00,2023-05-15 00:00:00,SUV,Online,478.71,Paid,Not Cancelled,858.71
R23106,Rachel Hubbard,Burundi,2023-07-26 00:00:00,2023-07-26 00:00:00,Convertible,Online,406.72,Pending,Cancelled,0
R88499,Mikayla Bryan,Thailand,2023-09-22 00:00:00,2023-09-28 00:00:00,SUV,In-Store,386.29,Pending,Cancelled,0
R84907,Robert Wilson,Vietnam,2023-06-11 00:00:00,2023-06-15 00:00:00,Sedan,Online,297.96,Pending,Cancelled,0
R09139,Robert Mccoy,Liberia,2023-02-16 00:00:00,2023-02-16 00:00:00,SUV,In-Store,402.27,Pending,Not Cancelled,393.27
R96086,Curtis Deleon,Togo,2023-07-28 00:00:00,2023-08-03 00:00:00,Hatchback,Third-party,402.61,Paid,Not Cancelled,-108.39
R55784,Brian Lee,Saint Pierre and Miquelon,2023-03-30 00:00:00,2023-04-04 00:00:00,SUV,Online,78.86,Pending,Cancelled,0
R23283,Todd Lopez,Antigua and Barbuda,2023-06-15 00:00:00,2023-06-19 00:00:00,Hatchback,Third-party,313.94,Paid,Not Cancelled,-274.06
R99136,Charles Richardson,Reunion,2023-05-25 00:00:00,2023-05-26 00:00:00,Hatchback,Third-party,347.64,Paid,Cancelled,0
R33319,Anthony Hill,Maldives,2023-01-27 00:00:00,2023-02-02 00:00:00,Sedan,In-Store,286.89,Pending,Not Cancelled,381.89
R37513,John Mcclure,Philippines,2023-01-07 00:00:00,2023-01-10 00:00:00,SUV,Online,369.66,Paid,Not Cancelled,728.66
R87867,Joseph Thompson,Saint Lucia,2023-02-17 00:00:00,2023-02-23 00:00:00,Sedan,Third-party,318.92,Pending,Cancelled,0
R28243,Julie Lee,Burundi,2023-03-13 00:00:00,2023-03-17 00:00:00,Sedan,Online,127.42,Pending,Not Cancelled,-202.58
R25430,Jason Davis,Qatar,2023-01-15 00:00:00,2023-01-19 00:00:00,Sedan,Online,157.49,Pending,Cancelled,0
R23601,Joshua Evans,United Arab Emirates,2023-09-17 00:00:00,2023-09-19 00:00:00,Convertible,In-Store,300.55,Paid,Not Cancelled,231.55
R92916,Jennifer Fletcher,Bosnia and Herzegovina,2023-03-31 00:00:00,2023-04-01 00:00:00,Hatchback,Online,223.65,Pending,Not Cancelled,-110.35
R88742,Brandy Flores,Bouvet Island (Bouvetoya),2023-01-12 00:00:00,2023-01-14 00:00:00,Hatchback,Third-party,369.68,Pending,Not Cancelled,12.68
R01764,Jacob Parker,Lebanon,2023-06-04 00:00:00,2023-06-04 00:00:00,Hatchback,Third-party,223.71,Pending,Cancelled,0
R52429,Kimberly Gates,Timor-Leste,2023-02-13 00:00:00,2023-02-19 00:00:00,Coupe,In-Store,324.34,Pending,Not Cancelled,-353.66
R47023,Lauren Brewer,Venezuela,2023-11-24 00:00:00,2023-11-29 00:00:00,Hatchback,In-Store,445.95,Paid,Not Cancelled,612.95
R12000,Peter Tapia,Botswana,2023-04-17 00:00:00,2023-04-21 00:00:00,SUV,Online,78.36,Paid,Not Cancelled,141.36
R73528,Aimee Adkins,Gabon,2023-01-27 00:00:00,2023-01-28 00:00:00,SUV,Third-party,461.23,Paid,Not Cancelled,617.23
R54351,Allison Ramirez,Angola,2023-06-19 00:00:00,2023-06-21 00:00:00,Sedan,Online,418.79,Pending,Cancelled,0
R06471,Charles Richmond,Sweden,2023-07-17 00:00:00,2023-07-20 00:00:00,Coupe,In-Store,339.08,Paid,Not Cancelled,108.08
R13075,John Alexander,New Zealand,2023-08-07 00:00:00,2023-08-11 00:00:00,SUV,Online,338.86,Paid,Cancelled,0
R49352,Jeremy Lopez,Malawi,2023-01-30 00:00:00,2023-02-02 00:00:00,Sedan,Online,129.2,Paid,Cancelled,0
R70033,Matthew Mason,Thailand,2023-08-04 00:00:00,2023-08-10 00:00:00,Hatchback,Online,305.78,Pending,Cancelled,0
R91790,Lauren Carroll,Central African Republic,2023-06-13 00:00:00,2023-06-14 00:00:00,SUV,Third-party,244.46,Paid,Not Cancelled,546.46
R95923,Tyler Brown,Mauritius,2023-09-20 00:00:00,2023-09-23 00:00:00,Hatchback,Online,223.21,Pending,Cancelled,0
R76828,Melissa Williams,Poland,2023-02-09 00:00:00,2023-02-15 00:00:00,Hatchback,In-Store,213.32,Pending,Cancelled,0
R32403,Jessica Bell,Micronesia,2023-01-15 00:00:00,2023-01-21 00:00:00,Convertible,Third-party,113.02,Paid,Not Cancelled,372.02
R34447,Erin Shelton,Gibraltar,2023-10-08 00:00:00,2023-10-09 00:00:00,Coupe,Online,159.04,Pending,Not Cancelled,429.04
R27546,Gina Smith,France,2023-05-11 00:00:00,2023-05-11 00:00:00,SUV,In-Store,77.6,Pending,Cancelled,0
R48119,Christopher Gamble,Norfolk Island,2023-06-13 00:00:00,2023-06-19 00:00:00,Hatchback,Third-party,309.03,Pending,Cancelled,0
R73265,Andrea Johnson,Ghana,2023-02-23 00:00:00,2023-02-26 00:00:00,Convertible,Third-party,355.17,Pending,Cancelled,0
R89719,Steven Drake,Guernsey,2023-03-04 00:00:00,2023-03-07 00:00:00,Convertible,In-Store,360.6,Pending,Cancelled,0
R80253,Calvin Cline,Kazakhstan,2023-04-23 00:00:00,2023-04-29 00:00:00,Coupe,Online,138.52,Paid,Cancelled,0
R64525,Maurice Campbell,Bhutan,2023-12-20 00:00:00,2023-12-22 00:00:00,Sedan,Third-party,79.81,Pending,Not Cancelled,33.81
R23230,Ms. Margaret Brown,Kazakhstan,2023-09-10 00:00:00,2023-09-14 00:00:00,Convertible,In-Store,481.21,Pending,Cancelled,0
R73639,Matthew Smith,Belgium,2023-03-10 00:00:00,2023-03-14 00:00:00,Sedan,Online,94.81,Pending,Not Cancelled,451.81
R22477,Michael Bautista,Tokelau,2023-02-26 00:00:00,2023-03-03 00:00:00,Hatchback,Third-party,461.37,Paid,Cancelled,0
R09018,Lisa Hernandez,Poland,2023-02-13 00:00:00,2023-02-13 00:00:00,Coupe,Third-party,120.39,Paid,Cancelled,0
R15288,Michelle Hernandez,Chad,2023-02-23 00:00:00,2023-03-01 00:00:00,Coupe,Third-party,288.32,Paid,Cancelled,0
R42261,Betty Griffin,Libyan Arab Jamahiriya,2023-04-19 00:00:00,2023-04-22 00:00:00,Coupe,In-Store,378.93,Paid,Cancelled,0
R76158,Rebecca Harris,Benin,2023-10-26 00:00:00,2023-11-01 00:00:00,Hatchback,Third-party,155.04,Pending,Not Cancelled,-91.96
R21649,Joan Ryan,Lebanon,2023-05-30 00:00:00,2023-06-04 00:00:00,Convertible,In-Store,371.37,Paid,Not Cancelled,423.37
R93829,Mark Craig,Albania,2023-06-04 00:00:00,2023-06-04 00:00:00,SUV,In-Store,93.78,Paid,Cancelled,0
R56612,Christopher Chavez,Mayotte,2023-08-17 00:00:00,2023-08-18 00:00:00,Convertible,Online,82.94,Pending,Cancelled,0
R30750,Cheryl Estrada,Lebanon,2023-09-26 00:00:00,2023-09-30 00:00:00,SUV,Online,91.39,Pending,Not Cancelled,190.39
R91578,Denise Silva,Saint Lucia,2023-04-06 00:00:00,2023-04-10 00:00:00,SUV,Online,262.6,Pending,Not Cancelled,134.6
R05270,Keith Carter,Algeria,2023-05-04 00:00:00,2023-05-05 00:00:00,Coupe,In-Store,278.72,Pending,Not Cancelled,101.72
R86840,Brooke Stewart,Liechtenstein,2023-05-31 00:00:00,2023-06-06 00:00:00,Convertible,Third-party,381.58,Pending,Cancelled,0
R74687,Jeffrey Foster,Congo,2023-12-29 00:00:00,2024-01-01 00:00:00,Hatchback,Online,55.82,Pending,Not Cancelled,438.82
R11458,Marcus Wright,Rwanda,2023-01-21 00:00:00,2023-01-25 00:00:00,SUV,Third-party,74.78,Paid,Not Cancelled,46.78
R07139,Abigail Hernandez,Myanmar,2023-01-05 00:00:00,2023-01-09 00:00:00,Convertible,In-Store,201.03,Paid,Not Cancelled,-325.97
R16463,Mark Wells,Honduras,2023-08-12 00:00:00,2023-08-15 00:00:00,Coupe,In-Store,131.27,Pending,Not Cancelled,310.27
R35230,Melissa Holmes,Seychelles,2023-10-31 00:00:00,2023-11-05 00:00:00,Coupe,In-Store,409.89,Pending,Cancelled,0
R87182,Scott Williams,Senegal,2023-04-17 00:00:00,2023-04-23 00:00:00,Sedan,In-Store,439.75,Pending,Cancelled,0
R40896,Eric Vincent,Saudi Arabia,2023-07-22 00:00:00,2023-07-28 00:00:00,Sedan,In-Store,186.04,Paid,Cancelled,0
R21744,Joseph Wolfe,Dominica,2023-01-15 00:00:00,2023-01-21 00:00:00,Convertible,Online,441.45,Pending,Cancelled,0
R80153,Brent Little,Marshall Islands,2023-08-15 00:00:00,2023-08-15 00:00:00,Coupe,In-Store,195.75,Pending,Cancelled,0
R32757,Xavier Brown,Seychelles,2023-11-10 00:00:00,2023-11-16 00:00:00,SUV,Online,177.63,Pending,Not Cancelled,258.63
R04215,Dominique Cox,Russian Federation,2023-06-04 00:00:00,2023-06-08 00:00:00,Hatchback,Third-party,242.44,Paid,Cancelled,0
R52155,Troy White,Afghanistan,2023-03-04 00:00:00,2023-03-07 00:00:00,Convertible,Third-party,204.51,Pending,Cancelled,0
R17230,Rhonda Anderson,Saint Vincent and the Grenadines,2023-10-13 00:00:00,2023-10-16 00:00:00,Coupe,In-Store,450.5,Pending,Cancelled,0
R76453,Melissa Mckinney,Belarus,2023-07-31 00:00:00,2023-07-31 00:00:00,Coupe,Third-party,148.3,Pending,Cancelled,0
R75894,William Poole,Mongolia,2023-01-11 00:00:00,2023-01-16 00:00:00,Hatchback,Online,344.91,Pending,Not Cancelled,142.91
R01500,Matthew Sandoval,Heard Island and McDonald Islands,2023-04-25 00:00:00,2023-04-27 00:00:00,Coupe,In-Store,243.69,Paid,Not Cancelled,-247.31
R87265,Marcus Faulkner,Bhutan,2023-06-11 00:00:00,2023-06-16 00:00:00,Sedan,In-Store,495.06,Paid,Not Cancelled,-118.94
R48732,Steven Sanchez,Bolivia,2023-12-09 00:00:00,2023-12-12 00:00:00,SUV,Online,162.77,Paid,Not Cancelled,591.77
R64915,Alexa Hinton,Gambia,2023-09-03 00:00:00,2023-09-04 00:00:00,Coupe,In-Store,269.38,Paid,Cancelled,0
R69105,Bruce Martinez,Burundi,2023-05-26 00:00:00,2023-05-27 00:00:00,Coupe,Online,226.18,Paid,Not Cancelled,-213.82
R86950,Nicholas Ramos,Bosnia and Herzegovina,2023-04-10 00:00:00,2023-04-14 00:00:00,Hatchback,In-Store,213.1,Paid,Not Cancelled,125.1
R87247,Ivan Benton,Dominican Republic,2023-09-03 00:00:00,2023-09-07 00:00:00,Sedan,Online,157.82,Pending,Cancelled,0
R90072,David Griffin,Yemen,2023-04-17 00:00:00,2023-04-17 00:00:00,Hatchback,Third-party,345.54,Pending,Cancelled,0
R58885,Brett Tate,Fiji,2023-12-01 00:00:00,2023-12-02 00:00:00,Convertible,Online,139.34,Paid,Cancelled,0
R84485,Charles Todd,Niue,2023-05-04 00:00:00,2023-05-06 00:00:00,Convertible,Third-party,107.34,Pending,Cancelled,0
R25336,Richard Burgess,United States of America,2023-11-01 00:00:00,2023-11-02 00:00:00,Coupe,Third-party,249.9,Pending,Not Cancelled,-153.1
R19286,Scott Adams,Falkland Islands (Malvinas),2023-01-13 00:00:00,2023-01-18 00:00:00,Coupe,Online,135.31,Pending,Cancelled,0
R07068,Terry Curtis,Aruba,2023-08-09 00:00:00,2023-08-15 00:00:00,Convertible,In-Store,412.16,Paid,Cancelled,0
R98988,Desiree Burns,Oman,2023-07-17 00:00:00,2023-07-20 00:00:00,SUV,Online,239.89,Paid,Cancelled,0
R84194,Joseph Grant,Bahrain,2023-01-28 00:00:00,2023-02-03 00:00:00,Convertible,In-Store,189.03,Pending,Not Cancelled,565.03
R82141,Ashley Lynch,Hong Kong,2023-11-06 00:00:00,2023-11-06 00:00:00,Coupe,Online,101.85,Pending,Not Cancelled,85.85
R07179,Stacy Carlson,Germany,2023-11-30 00:00:00,2023-12-04 00:00:00,Coupe,Third-party,320.86,Pending,Not Cancelled,73.86
R76069,Lance Green,Russian Federation,2023-12-20 00:00:00,2023-12-22 00:00:00,SUV,In-Store,135.92,Pending,Not Cancelled,-294.08
R26240,Douglas Hartman,Monaco,2023-11-07 00:00:00,2023-11-13 00:00:00,Hatchback,In-Store,141.74,Pending,Not Cancelled,575.74
R07631,Thomas Mercer,Lithuania,2023-09-13 00:00:00,2023-09-13 00:00:00,Sedan,Online,278.21,Pending,Not Cancelled,719.21
R24647,Megan Schwartz,Costa Rica,2023-03-25 00:00:00,2023-03-31 00:00:00,Sedan,Third-party,242.86,Pending,Cancelled,0
R71843,Joseph Davis,Estonia,2023-04-14 00:00:00,2023-04-15 00:00:00,Sedan,Online,259.54,Paid,Not Cancelled,322.54
R90825,Trevor Tran,Greece,2023-10-10 00:00:00,2023-10-14 00:00:00,Sedan,Online,204.55,Paid,Not Cancelled,-489.45
R04590,Jessica Weeks,Cameroon,2023-09-12 00:00:00,2023-09-13 00:00:00,SUV,Online,87.61,Pending,Not Cancelled,384.61
R78688,Amy Quinn,Estonia,2023-01-19 00:00:00,2023-01-19 00:00:00,Convertible,Online,385.21,Pending,Cancelled,0
R95970,Veronica Snyder,Belize,2023-10-18 00:00:00,2023-10-24 00:00:00,SUV,Third-party,484.66,Pending,Not Cancelled,-19.34
R73945,Laura Brown,Suriname,2023-11-10 00:00:00,2023-11-13 00:00:00,SUV,In-Store,322.99,Paid,Not Cancelled,-33.01
R74430,Carla Mendez,French Polynesia,2023-10-29 00:00:00,2023-11-03 00:00:00,Coupe,Online,361.34,Pending,Cancelled,0
R80052,Connor Hood,Georgia,2023-11-11 00:00:00,2023-11-13 00:00:00,Sedan,Third-party,384.36,Paid,Not Cancelled,-263.64
R52808,Anne White,Brunei Darussalam,2023-09-09 00:00:00,2023-09-15 00:00:00,Sedan,Third-party,161.9,Paid,Not Cancelled,-36.1
R86650,Martin Lee,Lao People's Democratic Republic,2023-08-13 00:00:00,2023-08-13 00:00:00,Coupe,Online,389.45,Paid,Not Cancelled,236.45
R23318,Beverly Sandoval,Solomon Islands,2023-02-24 00:00:00,2023-03-02 00:00:00,SUV,In-Store,275.79,Paid,Not Cancelled,439.79
R54501,Kenneth Greene,Botswana,2023-08-20 00:00:00,2023-08-20 00:00:00,SUV,In-Store,216.51,Pending,Cancelled,0
R51558,Anne Clarke,Honduras,2023-06-10 00:00:00,2023-06-10 00:00:00,Hatchback,In-Store,250.29,Pending,Cancelled,0
R87175,David Brennan,Mexico,2023-07-08 00:00:00,2023-07-13 00:00:00,Coupe,Third-party,419.12,Paid,Not Cancelled,565.12
R96882,Aaron Nelson III,Kiribati,2023-12-19 00:00:00,2023-12-25 00:00:00,Coupe,Third-party,230.73,Paid,Not Cancelled,-94.27
R27198,Kelly Sellers,Netherlands,2023-06-17 00:00:00,2023-06-21 00:00:00,Sedan,Online,129.24,Pending,Not Cancelled,306.24
R69943,Shawna Smith,Guadeloupe,2023-07-21 00:00:00,2023-07-24 00:00:00,Coupe,In-Store,346.89,Pending,Not Cancelled,233.89
R55995,Mary Joseph,Dominica,2023-06-09 00:00:00,2023-06-09 00:00:00,Coupe,In-Store,173.06,Paid,Not Cancelled,483.06
R79198,Peggy Fuentes,Sri Lanka,2023-07-15 00:00:00,2023-07-16 00:00:00,Coupe,In-Store,313.55,Pending,Cancelled,0
R83829,Brianna Miller,Algeria,2023-02-25 00:00:00,2023-02-26 00:00:00,Convertible,Online,399.3,Pending,Not Cancelled,-241.7
R14790,Jordan Stone,Iran,2023-10-20 00:00:00,2023-10-22 00:00:00,SUV,Third-party,447.27,Paid,Cancelled,0
R50506,Charles Moore,New Zealand,2023-04-21 00:00:00,2023-04-21 00:00:00,Convertible,Online,151.44,Pending,Cancelled,0
R79560,Colin Vasquez,Madagascar,2023-08-01 00:00:00,2023-08-07 00:00:00,SUV,Third-party,97.93,Pending,Not Cancelled,78.93
R17553,Peter Jackson,Myanmar,2023-12-19 00:00:00,2023-12-19 00:00:00,SUV,Online,134.69,Pending,Not Cancelled,260.69
R64449,Rebecca Chavez,Brunei Darussalam,2023-12-24 00:00:00,2023-12-26 00:00:00,SUV,Third-party,405.07,Paid,Cancelled,0
R21640,Brett Garcia,Mozambique,2023-08-24 00:00:00,2023-08-26 00:00:00,Coupe,Online,410.94,Pending,Cancelled,0
R28873,Darren Hall,Somalia,2023-02-06 00:00:00,2023-02-08 00:00:00,SUV,Online,412.38,Pending,Cancelled,0
R40686,Michael Johnson,Cocos (Keeling) Islands,2023-01-12 00:00:00,2023-01-16 00:00:00,Hatchback,Third-party,470.87,Pending,Cancelled,0
R99578,Olivia Waters,Belize,2023-06-17 00:00:00,2023-06-22 00:00:00,Convertible,In-Store,483.28,Pending,Not Cancelled,594.28
R33966,Daniel Figueroa,Belgium,2023-06-22 00:00:00,2023-06-27 00:00:00,Sedan,Online,200.63,Paid,Not Cancelled,-488.37
R68337,Ashley Mcgrath,Yemen,2023-07-06 00:00:00,2023-07-08 00:00:00,Coupe,In-Store,308.98,Paid,Not Cancelled,334.98
R41904,Timothy Barrett,United States of America,2023-04-18 00:00:00,2023-04-19 00:00:00,Sedan,Online,470.76,Pending,Cancelled,0
R14923,Brooke Foley,Maldives,2023-01-15 00:00:00,2023-01-17 00:00:00,Convertible,Online,223,Pending,Cancelled,0
R11447,Jesus Gross,Vanuatu,2023-02-05 00:00:00,2023-02-09 00:00:00,Convertible,In-Store,267.93,Paid,Not Cancelled,47.93
R95626,Carol Nelson,Equatorial Guinea,2023-09-05 00:00:00,2023-09-09 00:00:00,Sedan,Online,322.93,Paid,Not Cancelled,-373.07
R02262,Mindy Hodges,Uruguay,2023-10-03 00:00:00,2023-10-05 00:00:00,Sedan,Third-party,330.66,Paid,Not Cancelled,788.66
R13055,Brandon Higgins,Antigua and Barbuda,2023-05-25 00:00:00,2023-05-31 00:00:00,Convertible,In-Store,94.96,Pending,Cancelled,0
R87688,Louis Perez,Bangladesh,2023-12-01 00:00:00,2023-12-03 00:00:00,SUV,Online,58.36,Pending,Not Cancelled,-72.64
R71203,Amy Watson,Netherlands,2023-11-22 00:00:00,2023-11-23 00:00:00,SUV,In-Store,387.84,Paid,Not Cancelled,498.84
R27113,Mrs. Brittany Park MD,Norway,2023-02-11 00:00:00,2023-02-12 00:00:00,Hatchback,In-Store,194.29,Paid,Cancelled,0
R21482,David Gray,Malaysia,2023-08-13 00:00:00,2023-08-18 00:00:00,Hatchback,Online,270.42,Paid,Cancelled,0
R60127,Cheryl Ramos,Turkey,2023-12-15 00:00:00,2023-12-15 00:00:00,Hatchback,Third-party,366.14,Paid,Not Cancelled,738.14
R29479,Kristin Henderson,Chile,2023-12-25 00:00:00,2023-12-26 00:00:00,Convertible,Third-party,353.63,Paid,Cancelled,0
R78483,Kristina White,China,2023-01-15 00:00:00,2023-01-17 00:00:00,Coupe,Online,350.55,Pending,Not Cancelled,792.55
R83668,Michael King,Luxembourg,2023-12-21 00:00:00,2023-12-22 00:00:00,Convertible,Online,67.27,Pending,Not Cancelled,-105.73
R36939,Joe Wallace,San Marino,2023-01-24 00:00:00,2023-01-25 00:00:00,SUV,In-Store,459.99,Pending,Not Cancelled,-214.01
R15301,Nicholas Barrera,Algeria,2023-09-10 00:00:00,2023-09-13 00:00:00,Coupe,Third-party,313.03,Pending,Not Cancelled,502.03
R74519,Pamela Carter,Haiti,2023-12-03 00:00:00,2023-12-04 00:00:00,Hatchback,In-Store,419.28,Paid,Cancelled,0
R55664,Alexander Hernandez,Faroe Islands,2023-07-06 00:00:00,2023-07-10 00:00:00,Convertible,Online,168.95,Pending,Cancelled,0
R08215,Katie West,Lithuania,2023-05-02 00:00:00,2023-05-06 00:00:00,Convertible,In-Store,57.63,Pending,Not Cancelled,110.63
R11969,Jeremy Delgado,New Caledonia,2023-04-19 00:00:00,2023-04-20 00:00:00,Convertible,In-Store,264.66,Paid,Not Cancelled,313.66
R37953,Melissa Flores,San Marino,2023-01-14 00:00:00,2023-01-18 00:00:00,Coupe,Third-party,146.19,Paid,Not Cancelled,-198.81
R07287,Margaret Cruz,Denmark,2023-05-27 00:00:00,2023-05-30 00:00:00,SUV,In-Store,186.75,Paid,Not Cancelled,542.75
R54095,Jordan Meyer,Uruguay,2023-07-20 00:00:00,2023-07-21 00:00:00,Sedan,In-Store,273.34,Pending,Not Cancelled,-322.66
R74737,Jeffrey Dominguez,Bahamas,2023-05-03 00:00:00,2023-05-06 00:00:00,Convertible,Third-party,208.35,Paid,Cancelled,0
R67155,David Petty,Bahamas,2023-12-18 00:00:00,2023-12-21 00:00:00,Sedan,In-Store,251,Paid,Not Cancelled,505
R89845,Lydia Mccall,Madagascar,2023-03-14 00:00:00,2023-03-17 00:00:00,Sedan,Third-party,70.6,Paid,Not Cancelled,-215.4
R13673,Rebecca Parker,Korea,2023-02-13 00:00:00,2023-02-15 00:00:00,Hatchback,Online,409.66,Paid,Not Cancelled,337.66
R73134,Gabriella Chavez,Turkmenistan,2023-03-23 00:00:00,2023-03-26 00:00:00,Hatchback,In-Store,293.4,Paid,Cancelled,0
R23445,Natalie Cooper,Belgium,2023-11-29 00:00:00,2023-12-04 00:00:00,Sedan,Third-party,78.93,Pending,Cancelled,0
R80128,Andrew Jones,Guyana,2023-11-25 00:00:00,2023-11-26 00:00:00,SUV,Online,136.81,Paid,Not Cancelled,615.81
R59301,Kayla Bradley,Finland,2023-12-14 00:00:00,2023-12-19 00:00:00,SUV,Online,199.44,Paid,Cancelled,0
R22009,Timothy Carpenter,Gibraltar,2023-09-27 00:00:00,2023-10-02 00:00:00,Hatchback,Third-party,390.22,Pending,Cancelled,0
